First Name,Last Name,Year,Rec,Yards,TD,20+,40+,Lng,Rec 1st,1st %,Rec FUM,Targets,Position,Draft Year,College,Height (inch),Weight (lbs),BMI,ArmLength (inch),Hand Size (inch),Wing Span (inch),40 Yard Dash (s),40 Yard (MPH),20 Yard Split (s),Bench Press,QB Ball Velocity,Vertical Leap (inch),Broad Jump (inch),20 Yd Shuttle (s),Three Cone
Marion,Barber,2007.0,44.0,282.0,2.0,2.0,,29.0,16.0,0.364,2.0,54.0,RB,2005.0,Minnesota,"71,38",221.0,31.23,31.5,8.88,,4.53,18.22,,20 reps (225 lb),(N/A) (MPH),40.0,122.0,,
Marion,Barber,2008.0,52.0,417.0,2.0,2.0,1.0,70.0,16.0,0.308,4.0,61.0,RB,2005.0,Minnesota,"71,38",221.0,31.23,31.5,8.88,,4.53,18.22,,20 reps (225 lb),(N/A) (MPH),40.0,122.0,,
Marion,Barber,2008.0,52.0,417.0,2.0,2.0,1.0,70.0,16.0,0.308,4.0,61.0,RB,2005.0,Minnesota,"71,38",221.0,31.23,31.5,8.88,,4.53,18.22,,20 reps (225 lb),(N/A) (MPH),40.0,122.0,,
Marion,Barber,2009.0,26.0,221.0,,3.0,1.0,42.0,10.0,0.385,1.0,36.0,RB,2005.0,Minnesota,"71,38",221.0,31.23,31.5,8.88,,4.53,18.22,,20 reps (225 lb),(N/A) (MPH),40.0,122.0,,
Marion,Barber,2009.0,26.0,221.0,,3.0,1.0,42.0,10.0,0.385,1.0,36.0,RB,2005.0,Minnesota,"71,38",221.0,31.23,31.5,8.88,,4.53,18.22,,20 reps (225 lb),(N/A) (MPH),40.0,122.0,,
Marion,Barber,2010.0,11.0,,,,,15.0,1.0,0.091,,15.0,RB,2005.0,Minnesota,"71,38",221.0,31.23,31.5,8.88,,4.53,18.22,,20 reps (225 lb),(N/A) (MPH),40.0,122.0,,
Marion,Barber,2010.0,11.0,,,,,15.0,1.0,0.091,,15.0,RB,2005.0,Minnesota,"71,38",221.0,31.23,31.5,8.88,,4.53,18.22,,20 reps (225 lb),(N/A) (MPH),40.0,122.0,,
Marion,Barber,2011.0,5.0,,,,,16.0,1.0,0.2,,9.0,RB,2005.0,Minnesota,"71,38",221.0,31.23,31.5,8.88,,4.53,18.22,,20 reps (225 lb),(N/A) (MPH),40.0,122.0,,
Marion,Barber,2011.0,5.0,,,,,16.0,1.0,0.2,,9.0,RB,2005.0,Minnesota,"71,38",221.0,31.23,31.5,8.88,,4.53,18.22,,20 reps (225 lb),(N/A) (MPH),40.0,122.0,,
Michael,Barber,1990.0,14.0,196.0,1.0,,,28.0,,,,,WR,,,,,,,,,,,,,,,,,
Michael,Barber,1991.0,23.0,255.0,1.0,2.0,1.0,42.0,15.0,0.652,,,WR,,,,,,,,,,,,,,,,,
Michael,Barber,1992.0,1.0,,,1.0,,32.0,1.0,,,,WR,,,,,,,,,,,,,,,,,
Mike,Barber,1977.0,9.0,,1.0,,,23.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Barber,1978.0,32.0,513.0,3.0,,,72.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Barber,1979.0,27.0,377.0,3.0,,,37.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Barber,1980.0,59.0,712.0,5.0,,,79.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Barber,1981.0,13.0,190.0,1.0,,,35.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Barber,1982.0,18.0,166.0,1.0,,,21.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Barber,1983.0,55.0,657.0,3.0,,,42.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Barber,1984.0,7.0,,,,,11.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Barber,1985.0,2.0,,,,,37.0,,,,,TE,,,,,,,,,,,,,,,,,
Peyton,Barber,2016.0,5.0,,,,,11.0,1.0,0.2,,6.0,RB,2016.0,Auburn,70,228.0,33.5,30.25,9.38,73.875,4.64,17.78,2.7,20 reps (225 lb),(N/A) (MPH),32.5,111.0,4.21,7.0
Peyton,Barber,2017.0,16.0,114.0,,1.0,,34.0,4.0,0.25,,19.0,RB,2016.0,Auburn,70,228.0,33.5,30.25,9.38,73.875,4.64,17.78,2.7,20 reps (225 lb),(N/A) (MPH),32.5,111.0,4.21,7.0
Peyton,Barber,2018.0,20.0,,1.0,,,10.0,4.0,0.2,,29.0,RB,2016.0,Auburn,70,228.0,33.5,30.25,9.38,73.875,4.64,17.78,2.7,20 reps (225 lb),(N/A) (MPH),32.5,111.0,4.21,7.0
Peyton,Barber,2019.0,16.0,115.0,1.0,,,16.0,4.0,0.25,,24.0,RB,2016.0,Auburn,70,228.0,33.5,30.25,9.38,73.875,4.64,17.78,2.7,20 reps (225 lb),(N/A) (MPH),32.5,111.0,4.21,7.0
Peyton,Barber,2020.0,4.0,,,,,7.0,1.0,0.25,,6.0,RB,2016.0,Auburn,70,228.0,33.5,30.25,9.38,73.875,4.64,17.78,2.7,20 reps (225 lb),(N/A) (MPH),32.5,111.0,4.21,7.0
Tiki,Barber,1997.0,34.0,299.0,1.0,2.0,,29.0,13.0,0.382,1.0,,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Tiki,Barber,1998.0,42.0,348.0,3.0,3.0,1.0,87.0,13.0,0.31,,,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Tiki,Barber,1999.0,66.0,609.0,2.0,6.0,1.0,56.0,32.0,0.485,1.0,,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Tiki,Barber,2000.0,70.0,719.0,1.0,10.0,,36.0,29.0,0.414,1.0,,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Tiki,Barber,2001.0,72.0,577.0,,4.0,1.0,44.0,30.0,0.41700000000000004,2.0,,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Tiki,Barber,2002.0,69.0,597.0,,5.0,,38.0,23.0,0.33299999999999996,4.0,,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Tiki,Barber,2003.0,69.0,461.0,1.0,3.0,,36.0,26.0,0.377,3.0,,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Tiki,Barber,2004.0,52.0,578.0,2.0,8.0,3.0,62.0,18.0,0.34600000000000003,,,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Tiki,Barber,2005.0,54.0,530.0,2.0,5.0,1.0,48.0,19.0,0.35200000000000004,,,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Tiki,Barber,2006.0,58.0,465.0,,2.0,,28.0,23.0,0.397,,80.0,RB,1997.0,Virginia,"69,4",203.0,30.35,31.75,9.5,,4.56,,2.67,15 reps (225 lb),(N/A) (MPH),35.5,120.0,4.0,7.18
Chris,Barclay,2007.0,2.0,,,,,7.0,,,,3.0,RB,2006.0,"Wake,Forest","68,75",180.0,27.42,,,,,18.43,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Ramses,Barden,2009.0,1.0,,,,,16.0,1.0,,,1.0,WR,2009.0,"Cal,Poly",78,229.0,27.1,,,,4.55,18.14,2.66,17 reps (225 lb),(N/A) (MPH),33.5,118.0,4.26,
Ramses,Barden,2010.0,5.0,,,2.0,,26.0,2.0,0.4,,7.0,WR,2009.0,"Cal,Poly",78,229.0,27.1,,,,4.55,18.14,2.66,17 reps (225 lb),(N/A) (MPH),33.5,118.0,4.26,
Ramses,Barden,2011.0,9.0,,,1.0,,26.0,5.0,0.556,,19.0,WR,2009.0,"Cal,Poly",78,229.0,27.1,,,,4.55,18.14,2.66,17 reps (225 lb),(N/A) (MPH),33.5,118.0,4.26,
Ramses,Barden,2012.0,14.0,220.0,,6.0,,31.0,11.0,0.7859999999999999,,21.0,WR,2009.0,"Cal,Poly",78,229.0,27.1,,,,4.55,18.14,2.66,17 reps (225 lb),(N/A) (MPH),33.5,118.0,4.26,
Matt,Barkley,2016.0,1.0,,1.0,,,2.0,1.0,,,1.0,QB,2013.0,"Southern,California","74,5",230.0,29.84,30.63,10.08,75.25,4.91,16.7,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Saquon,Barkley,2018.0,91.0,721.0,4.0,5.0,2.0,57.0,30.0,0.33,,121.0,RB,2018.0,"Penn,State",72,233.0,32.36,31.38,9.5,74.25,4.4,,2.57,29 reps (225 lb),(N/A) (MPH),41.0,,4.24,
Saquon,Barkley,2019.0,52.0,438.0,2.0,6.0,2.0,65.0,14.0,0.26899999999999996,1.0,73.0,RB,2018.0,"Penn,State",72,233.0,32.36,31.38,9.5,74.25,4.4,,2.57,29 reps (225 lb),(N/A) (MPH),41.0,,4.24,
Saquon,Barkley,2020.0,6.0,,,1.0,,38.0,3.0,0.5,,9.0,RB,2018.0,"Penn,State",72,233.0,32.36,31.38,9.5,74.25,4.4,,2.57,29 reps (225 lb),(N/A) (MPH),41.0,,4.24,
Rod,Barksdale,1986.0,18.0,434.0,2.0,,,57.0,,,,,WR,,,,,,,,,,,,,,,,,
Rod,Barksdale,1987.0,12.0,165.0,1.0,,,22.0,,,,,WR,,,,,,,,,,,,,,,,,
Jerome,Barkum,1972.0,16.0,304.0,2.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1973.0,44.0,810.0,6.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1974.0,41.0,524.0,3.0,,,,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1975.0,36.0,549.0,5.0,,,56.0,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1976.0,5.0,,1.0,,,25.0,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1977.0,26.0,450.0,6.0,,,40.0,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1978.0,28.0,391.0,3.0,,,27.0,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1979.0,27.0,401.0,4.0,,,40.0,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1980.0,13.0,244.0,1.0,,,28.0,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1981.0,39.0,495.0,7.0,,,40.0,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1982.0,19.0,182.0,1.0,,,29.0,,,,,TE,,,,,,,,,,,,,,,,,
Jerome,Barkum,1983.0,32.0,385.0,1.0,,,34.0,,,,,TE,,,,,,,,,,,,,,,,,
Kevan,Barlow,2001.0,22.0,247.0,1.0,3.0,1.0,61.0,10.0,0.455,,,RB,2001.0,Pittsburgh,"73,1",235.0,31.66,32.0,9.0,,4.56,,2.63,(N/A) reps (225 lb),(N/A) (MPH),32.0,,,
Kevan,Barlow,2002.0,14.0,136.0,1.0,1.0,,29.0,7.0,0.5,1.0,,RB,2001.0,Pittsburgh,"73,1",235.0,31.66,32.0,9.0,,4.56,,2.63,(N/A) reps (225 lb),(N/A) (MPH),32.0,,,
Kevan,Barlow,2003.0,35.0,307.0,1.0,2.0,1.0,48.0,14.0,0.4,1.0,,RB,2001.0,Pittsburgh,"73,1",235.0,31.66,32.0,9.0,,4.56,,2.63,(N/A) reps (225 lb),(N/A) (MPH),32.0,,,
Kevan,Barlow,2004.0,35.0,212.0,,,,15.0,11.0,0.314,,,RB,2001.0,Pittsburgh,"73,1",235.0,31.66,32.0,9.0,,4.56,,2.63,(N/A) reps (225 lb),(N/A) (MPH),32.0,,,
Kevan,Barlow,2005.0,31.0,241.0,,2.0,,24.0,7.0,0.226,1.0,,RB,2001.0,Pittsburgh,"73,1",235.0,31.66,32.0,9.0,,4.56,,2.63,(N/A) reps (225 lb),(N/A) (MPH),32.0,,,
Kevan,Barlow,2006.0,7.0,,,,,8.0,1.0,0.14300000000000002,,10.0,RB,2001.0,Pittsburgh,"73,1",235.0,31.66,32.0,9.0,,4.56,,2.63,(N/A) reps (225 lb),(N/A) (MPH),32.0,,,
Reggie,Barlow,1997.0,5.0,,,1.0,,29.0,3.0,0.6,,,WR,1996.0,"Alabama,State","71,3",187.0,26.48,33.13,8.75,,4.59,,2.68,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.2,
Reggie,Barlow,1998.0,11.0,168.0,,4.0,,31.0,6.0,0.545,,,WR,1996.0,"Alabama,State","71,3",187.0,26.48,33.13,8.75,,4.59,,2.68,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.2,
Reggie,Barlow,1999.0,16.0,202.0,,3.0,,31.0,10.0,0.625,1.0,,WR,1996.0,"Alabama,State","71,3",187.0,26.48,33.13,8.75,,4.59,,2.68,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.2,
Reggie,Barlow,2000.0,1.0,,,1.0,,28.0,1.0,,,,WR,1996.0,"Alabama,State","71,3",187.0,26.48,33.13,8.75,,4.59,,2.68,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.2,
Reggie,Barlow,2002.0,3.0,,,,,13.0,2.0,0.667,,,WR,1996.0,"Alabama,State","71,3",187.0,26.48,33.13,8.75,,4.59,,2.68,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.2,
Reggie,Barlow,2003.0,3.0,,1.0,,,13.0,1.0,0.33299999999999996,1.0,,WR,1996.0,"Alabama,State","71,3",187.0,26.48,33.13,8.75,,4.59,,2.68,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.2,
Kenjon,Barner,2013.0,2.0,,,,,5.0,,,,3.0,RB,2013.0,Oregon,"69,25",196.0,29.43,29.63,9.18,72.5,4.52,18.64,2.7,20 reps (225 lb),(N/A) (MPH),35.5,122.0,4.2,6.87
Kenjon,Barner,2015.0,9.0,,,,,12.0,1.0,0.111,,12.0,RB,2013.0,Oregon,"69,25",196.0,29.43,29.63,9.18,72.5,4.52,18.64,2.7,20 reps (225 lb),(N/A) (MPH),35.5,122.0,4.2,6.87
Kenjon,Barner,2016.0,5.0,,,,,15.0,3.0,0.6,,11.0,RB,2013.0,Oregon,"69,25",196.0,29.43,29.63,9.18,72.5,4.52,18.64,2.7,20 reps (225 lb),(N/A) (MPH),35.5,122.0,4.2,6.87
Kenjon,Barner,2017.0,5.0,,,1.0,,22.0,1.0,0.2,,8.0,RB,2013.0,Oregon,"69,25",196.0,29.43,29.63,9.18,72.5,4.52,18.64,2.7,20 reps (225 lb),(N/A) (MPH),35.5,122.0,4.2,6.87
Kenjon,Barner,2018.0,1.0,,,,,3.0,,,,1.0,RB,2013.0,Oregon,"69,25",196.0,29.43,29.63,9.18,72.5,4.52,18.64,2.7,20 reps (225 lb),(N/A) (MPH),35.5,122.0,4.2,6.87
Kenjon,Barner,2019.0,6.0,,,,,13.0,1.0,0.16699999999999998,,8.0,RB,2013.0,Oregon,"69,25",196.0,29.43,29.63,9.18,72.5,4.52,18.64,2.7,20 reps (225 lb),(N/A) (MPH),35.5,122.0,4.2,6.87
Al,Barnes,1972.0,4.0,,1.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Al,Barnes,1973.0,3.0,,1.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Benny,Barnes,1974.0,1.0,,,,,,,,,,DB,,,,,,,,,,,,,,,,,
Benny,Barnes,1976.0,1.0,,,,,43.0,,,,,DB,,,,,,,,,,,,,,,,,
Darian,Barnes,2003.0,1.0,,,,,6.0,1.0,,,,FB,,,,,,,,,,,,,,,,,
Darian,Barnes,2004.0,10.0,,1.0,,,14.0,4.0,0.4,,,FB,,,,,,,,,,,,,,,,,
Darian,Barnes,2006.0,3.0,,,,,13.0,1.0,0.33299999999999996,,7.0,FB,,,,,,,,,,,,,,,,,
Darian,Barnes,2008.0,2.0,,,1.0,,25.0,1.0,0.5,1.0,3.0,FB,,,,,,,,,,,,,,,,,
Johnnie,Barnes,1993.0,10.0,137.0,,1.0,,21.0,9.0,0.9,,,WR,,,,,,,,,,,,,,,,,
Johnnie,Barnes,1994.0,1.0,,,,,6.0,,,,,WR,,,,,,,,,,,,,,,,,
Johnnie,Barnes,1995.0,3.0,,,1.0,,25.0,2.0,0.667,,,WR,,,,,,,,,,,,,,,,,
Khalif,Barnes,2010.0,2.0,,1.0,,,6.0,1.0,0.5,,2.0,OT,,,,,,,,,,,,,,,,,
Khalif,Barnes,2014.0,1.0,,,,,1.0,,,1.0,1.0,OT,,,,,,,,,,,,,,,,,
Larry,Barnes,1977.0,1.0,,,,,10.0,,,,,RB,,,,,,,,,,,,,,,,,
Larry,Barnes,1978.0,2.0,,,,,7.0,,,,,RB,,,,,,,,,,,,,,,,,
Larry,Barnes,1979.0,1.0,,,,,6.0,,,,,RB,,,,,,,,,,,,,,,,,
Lew,Barnes,1986.0,4.0,,,,,14.0,,,,,WR,,,,,,,,,,,,,,,,,
Marlon,Barnes,2000.0,1.0,,,,,7.0,,,,,RB,1999.0,Colorado,70,211.0,,,,,4.49,,2.61,18 reps (225 lb),(N/A) (MPH),35.5,120.0,4.32,7.31
Buster,Barnett,1981.0,4.0,,1.0,,,16.0,,,,,TE,,,,,,,,,,,,,,,,,
Buster,Barnett,1982.0,4.0,,,,,22.0,,,,,TE,,,,,,,,,,,,,,,,,
Buster,Barnett,1983.0,10.0,,,,,14.0,,,,,TE,,,,,,,,,,,,,,,,,
Buster,Barnett,1984.0,8.0,,,,,18.0,,,,,TE,,,,,,,,,,,,,,,,,
Fred,Barnett,1990.0,36.0,721.0,8.0,,,95.0,,,,,WR,1990.0,"Arizona,State","72,5",203.0,27.81,29.63,9.88,,4.44,,2.65,(N/A) reps (225 lb),(N/A) (MPH),40.5,,4.36,
Fred,Barnett,1991.0,62.0,948.0,4.0,14.0,5.0,75.0,42.0,0.677,,,WR,1990.0,"Arizona,State","72,5",203.0,27.81,29.63,9.88,,4.44,,2.65,(N/A) reps (225 lb),(N/A) (MPH),40.5,,4.36,
Fred,Barnett,1992.0,67.0,1083.0,6.0,18.0,6.0,71.0,49.0,0.731,1.0,,WR,1990.0,"Arizona,State","72,5",203.0,27.81,29.63,9.88,,4.44,,2.65,(N/A) reps (225 lb),(N/A) (MPH),40.5,,4.36,
Fred,Barnett,1993.0,17.0,170.0,,1.0,,21.0,12.0,0.706,1.0,,WR,1990.0,"Arizona,State","72,5",203.0,27.81,29.63,9.88,,4.44,,2.65,(N/A) reps (225 lb),(N/A) (MPH),40.5,,4.36,
Fred,Barnett,1994.0,78.0,1127.0,5.0,14.0,6.0,54.0,48.0,0.615,1.0,,WR,1990.0,"Arizona,State","72,5",203.0,27.81,29.63,9.88,,4.44,,2.65,(N/A) reps (225 lb),(N/A) (MPH),40.5,,4.36,
Fred,Barnett,1995.0,48.0,585.0,5.0,6.0,,33.0,32.0,0.667,,,WR,1990.0,"Arizona,State","72,5",203.0,27.81,29.63,9.88,,4.44,,2.65,(N/A) reps (225 lb),(N/A) (MPH),40.5,,4.36,
Fred,Barnett,1996.0,36.0,562.0,3.0,11.0,2.0,66.0,24.0,0.667,1.0,,WR,1990.0,"Arizona,State","72,5",203.0,27.81,29.63,9.88,,4.44,,2.65,(N/A) reps (225 lb),(N/A) (MPH),40.5,,4.36,
Fred,Barnett,1997.0,17.0,166.0,1.0,1.0,,20.0,10.0,0.588,1.0,,WR,1990.0,"Arizona,State","72,5",203.0,27.81,29.63,9.88,,4.44,,2.65,(N/A) reps (225 lb),(N/A) (MPH),40.5,,4.36,
Tim,Barnett,1991.0,41.0,564.0,5.0,5.0,4.0,63.0,28.0,0.6829999999999999,,,WR,1991.0,"Jackson,State,MS","73,3",201.0,26.94,31.5,10.0,,4.59,,2.7,(N/A) reps (225 lb),(N/A) (MPH),34.5,,4.27,
Tim,Barnett,1992.0,24.0,442.0,4.0,7.0,2.0,77.0,20.0,0.833,1.0,,WR,1991.0,"Jackson,State,MS","73,3",201.0,26.94,31.5,10.0,,4.59,,2.7,(N/A) reps (225 lb),(N/A) (MPH),34.5,,4.27,
Tim,Barnett,1993.0,17.0,182.0,1.0,3.0,,25.0,11.0,0.647,,,WR,1991.0,"Jackson,State,MS","73,3",201.0,26.94,31.5,10.0,,4.59,,2.7,(N/A) reps (225 lb),(N/A) (MPH),34.5,,4.27,
Milton,Barney,1987.0,10.0,175.0,2.0,,,32.0,,,,,WR,,,,,,,,,,,,,,,,,
Gary,Barnidge,2009.0,12.0,242.0,,3.0,2.0,55.0,8.0,0.667,1.0,21.0,TE,2008.0,Louisville,"77,63",243.0,29.03,32.75,9.75,,4.64,,2.66,22 reps (225 lb),(N/A) (MPH),31.0,117.0,4.23,6.92
Gary,Barnidge,2012.0,6.0,,1.0,2.0,,24.0,3.0,0.5,,6.0,TE,2008.0,Louisville,"77,63",243.0,29.03,32.75,9.75,,4.64,,2.66,22 reps (225 lb),(N/A) (MPH),31.0,117.0,4.23,6.92
Gary,Barnidge,2013.0,13.0,127.0,2.0,1.0,1.0,40.0,6.0,0.462,,18.0,TE,2008.0,Louisville,"77,63",243.0,29.03,32.75,9.75,,4.64,,2.66,22 reps (225 lb),(N/A) (MPH),31.0,117.0,4.23,6.92
Gary,Barnidge,2014.0,13.0,156.0,,1.0,,28.0,9.0,0.6920000000000001,,25.0,TE,2008.0,Louisville,"77,63",243.0,29.03,32.75,9.75,,4.64,,2.66,22 reps (225 lb),(N/A) (MPH),31.0,117.0,4.23,6.92
Gary,Barnidge,2015.0,79.0,1043.0,9.0,16.0,1.0,40.0,52.0,0.6579999999999999,,123.0,TE,2008.0,Louisville,"77,63",243.0,29.03,32.75,9.75,,4.64,,2.66,22 reps (225 lb),(N/A) (MPH),31.0,117.0,4.23,6.92
Gary,Barnidge,2016.0,55.0,612.0,2.0,7.0,1.0,43.0,34.0,0.618,,81.0,TE,2008.0,Louisville,"77,63",243.0,29.03,32.75,9.75,,4.64,,2.66,22 reps (225 lb),(N/A) (MPH),31.0,117.0,4.23,6.92
Malcolm,Barnwell,1981.0,9.0,190.0,1.0,,,61.0,,,,,WR,,,,,,,,,,,,,,,,,
Malcolm,Barnwell,1982.0,23.0,387.0,,,,52.0,,,,,WR,,,,,,,,,,,,,,,,,
Malcolm,Barnwell,1983.0,35.0,513.0,1.0,,,41.0,,,,,WR,,,,,,,,,,,,,,,,,
Malcolm,Barnwell,1984.0,45.0,851.0,2.0,,,51.0,,,,,WR,,,,,,,,,,,,,,,,,
Malcolm,Barnwell,1985.0,3.0,,,,,13.0,,,,,WR,,,,,,,,,,,,,,,,,
Reggie,Barrett,1992.0,4.0,,1.0,1.0,,24.0,4.0,,,,WR,1991.0,"Texas,El,Paso","74,6",215.0,27.82,32.5,10.63,,4.59,,2.64,(N/A) reps (225 lb),(N/A) (MPH),37.0,,4.16,
Tom,Barrington,1970.0,22.0,130.0,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Steve,Bartalo,1987.0,1.0,,,,,5.0,,,,,RB,1987.0,"Colorado,State","68,8",201.0,30.57,28.0,9.5,,4.83,,2.7,14 reps (225 lb),(N/A) (MPH),28.5,114.0,4.05,
Mike,Bartrum,1996.0,1.0,,1.0,,,1.0,1.0,,,,TE,,,,,,,,,,,,,,,,,
Mike,Bartrum,1999.0,1.0,,1.0,,,1.0,1.0,,,,TE,,,,,,,,,,,,,,,,,
Mike,Bartrum,2001.0,1.0,,1.0,,,4.0,1.0,,,,TE,,,,,,,,,,,,,,,,,
Mike,Bartrum,2002.0,1.0,,,,,8.0,,,,,TE,,,,,,,,,,,,,,,,,
Mike,Bartrum,2004.0,5.0,,1.0,,,17.0,3.0,0.6,1.0,,TE,,,,,,,,,,,,,,,,,
Mike,Bartrum,2005.0,2.0,,2.0,,,3.0,2.0,,,,TE,,,,,,,,,,,,,,,,,
Brian,Baschnagel,1976.0,13.0,226.0,,,,58.0,,,,,WR,,,,,,,,,,,,,,,,,
Brian,Baschnagel,1977.0,4.0,,,,,25.0,,,,,WR,,,,,,,,,,,,,,,,,
Brian,Baschnagel,1978.0,2.0,,,,,22.0,,,,,WR,,,,,,,,,,,,,,,,,
Brian,Baschnagel,1979.0,30.0,452.0,2.0,,,54.0,,,,,WR,,,,,,,,,,,,,,,,,
Brian,Baschnagel,1980.0,28.0,396.0,2.0,,,37.0,,,,,WR,,,,,,,,,,,,,,,,,
Brian,Baschnagel,1981.0,34.0,554.0,3.0,,,72.0,,,,,WR,,,,,,,,,,,,,,,,,
Brian,Baschnagel,1982.0,12.0,194.0,2.0,,,39.0,,,,,WR,,,,,,,,,,,,,,,,,
Brian,Baschnagel,1983.0,5.0,,,,,24.0,,,,,WR,,,,,,,,,,,,,,,,,
Brian,Baschnagel,1984.0,6.0,,,,,17.0,,,,,WR,,,,,,,,,,,,,,,,,
Hank,Baskett,2006.0,22.0,464.0,2.0,6.0,2.0,89.0,17.0,0.773,,42.0,WR,2006.0,"New,Mexico","74,88",224.0,28.76,32.75,9.13,,4.52,,2.66,(N/A) reps (225 lb),(N/A) (MPH),35.0,,4.17,6.79
Hank,Baskett,2007.0,16.0,142.0,1.0,1.0,,25.0,5.0,0.313,,22.0,WR,2006.0,"New,Mexico","74,88",224.0,28.76,32.75,9.13,,4.52,,2.66,(N/A) reps (225 lb),(N/A) (MPH),35.0,,4.17,6.79
Hank,Baskett,2008.0,33.0,440.0,3.0,5.0,2.0,90.0,22.0,0.667,1.0,52.0,WR,2006.0,"New,Mexico","74,88",224.0,28.76,32.75,9.13,,4.52,,2.66,(N/A) reps (225 lb),(N/A) (MPH),35.0,,4.17,6.79
Hank,Baskett,2009.0,5.0,,,,,15.0,1.0,0.2,,12.0,WR,2006.0,"New,Mexico","74,88",224.0,28.76,32.75,9.13,,4.52,,2.66,(N/A) reps (225 lb),(N/A) (MPH),35.0,,4.17,6.79
Hank,Baskett,2010.0,1.0,,,,,18.0,1.0,,,4.0,WR,2006.0,"New,Mexico","74,88",224.0,28.76,32.75,9.13,,4.52,,2.66,(N/A) reps (225 lb),(N/A) (MPH),35.0,,4.17,6.79
Michael,Basnight,1999.0,16.0,172.0,,2.0,1.0,47.0,4.0,0.25,,,RB,1999.0,"North,Carolina,A,T","72,9",241.0,32.65,32.88,9.0,,4.61,,2.73,18 reps (225 lb),(N/A) (MPH),34.2,117.0,4.42,7.34
Don,Bass,1978.0,27.0,447.0,4.0,,,51.0,,,,,TE,,,,,,,,,,,,,,,,,
Don,Bass,1979.0,58.0,724.0,3.0,,,50.0,,,,,TE,,,,,,,,,,,,,,,,,
Don,Bass,1980.0,32.0,409.0,6.0,,,55.0,,,,,TE,,,,,,,,,,,,,,,,,
Baron,Batch,2012.0,4.0,,,,,15.0,3.0,0.75,,5.0,RB,2011.0,"Texas,Tech","69,63",207.0,30.74,,,,,18.18,,(N/A) reps (225 lb),(N/A) (MPH),,,,
Mario,Bates,1994.0,8.0,,,,,14.0,1.0,0.125,,,RB,1994.0,"Arizona,State","72,6",217.0,29.64,33.25,9.5,,4.43,,2.63,15 reps (225 lb),(N/A) (MPH),36.0,128.0,4.12,
