First Name,Last Name,Year,Rec,Yards,TD,20+,40+,Lng,Rec 1st,1st %,Rec FUM,Targets,Position,Draft Year,College,Height (inch),Weight (lbs),BMI,ArmLength (inch),Hand Size (inch),Wing Span (inch),40 Yard Dash (s),40 Yard (MPH),20 Yard Split (s),Bench Press,QB Ball Velocity,Vertical Leap (inch),Broad Jump (inch),20 Yd Shuttle (s),Three Cone
Willie,Snead,2016.0,72.0,895.0,4.0,12.0,2.0,49.0,51.0,0.708,2.0,104.0,WR,2014.0,"Ball,State,IN",71,195.0,27.85,33.0,10.25,78.875,4.62,17.94,2.66,11 reps (225 lb),(N/A) (MPH),33.5,112.0,4.39,7.19
Willie,Snead,2017.0,8.0,,,2.0,,26.0,4.0,0.5,,16.0,WR,2014.0,"Ball,State,IN",71,195.0,27.85,33.0,10.25,78.875,4.62,17.94,2.66,11 reps (225 lb),(N/A) (MPH),33.5,112.0,4.39,7.19
Willie,Snead,2018.0,62.0,651.0,1.0,5.0,,28.0,37.0,0.597,,95.0,WR,2014.0,"Ball,State,IN",71,195.0,27.85,33.0,10.25,78.875,4.62,17.94,2.66,11 reps (225 lb),(N/A) (MPH),33.5,112.0,4.39,7.19
Willie,Snead,2019.0,31.0,339.0,5.0,4.0,1.0,50.0,20.0,0.645,,45.0,WR,2014.0,"Ball,State,IN",71,195.0,27.85,33.0,10.25,78.875,4.62,17.94,2.66,11 reps (225 lb),(N/A) (MPH),33.5,112.0,4.39,7.19
Willie,Snead,2020.0,33.0,432.0,3.0,7.0,,34.0,23.0,0.6970000000000001,1.0,48.0,WR,2014.0,"Ball,State,IN",71,195.0,27.85,33.0,10.25,78.875,4.62,17.94,2.66,11 reps (225 lb),(N/A) (MPH),33.5,112.0,4.39,7.19
Benny,Snell,2019.0,3.0,,,,,14.0,,,,4.0,RB,,,,,,,9.375,,,,,,,,,,
Benny,Snell,2020.0,10.0,,,,,14.0,3.0,0.3,,14.0,RB,,,,,,,9.375,,,,,,,,,,
Matt,Snell,1970.0,2.0,,,,,,,,,,RB,,,,,,,,,,,,,,,,,
Jason,Snelling,2008.0,8.0,,,1.0,,27.0,3.0,0.375,,11.0,FB,2007.0,Virginia,"71,13",230.0,32.73,32.38,9.0,,4.81,17.3,2.75,(N/A) reps (225 lb),(N/A) (MPH),30.0,,4.37,7.06
Jason,Snelling,2009.0,30.0,259.0,1.0,2.0,,38.0,13.0,0.433,1.0,38.0,FB,2007.0,Virginia,"71,13",230.0,32.73,32.38,9.0,,4.81,17.3,2.75,(N/A) reps (225 lb),(N/A) (MPH),30.0,,4.37,7.06
Jason,Snelling,2010.0,44.0,303.0,3.0,1.0,,28.0,11.0,0.25,1.0,51.0,FB,2007.0,Virginia,"71,13",230.0,32.73,32.38,9.0,,4.81,17.3,2.75,(N/A) reps (225 lb),(N/A) (MPH),30.0,,4.37,7.06
Jason,Snelling,2011.0,26.0,179.0,1.0,1.0,,21.0,6.0,0.231,,33.0,FB,2007.0,Virginia,"71,13",230.0,32.73,32.38,9.0,,4.81,17.3,2.75,(N/A) reps (225 lb),(N/A) (MPH),30.0,,4.37,7.06
Jason,Snelling,2012.0,31.0,203.0,1.0,,,16.0,9.0,0.29,1.0,35.0,FB,2007.0,Virginia,"71,13",230.0,32.73,32.38,9.0,,4.81,17.3,2.75,(N/A) reps (225 lb),(N/A) (MPH),30.0,,4.37,7.06
Jason,Snelling,2013.0,29.0,216.0,3.0,2.0,,34.0,11.0,0.379,,34.0,FB,2007.0,Virginia,"71,13",230.0,32.73,32.38,9.0,,4.81,17.3,2.75,(N/A) reps (225 lb),(N/A) (MPH),30.0,,4.37,7.06
Jack,Snow,1970.0,51.0,859.0,7.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Jack,Snow,1971.0,37.0,666.0,5.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Jack,Snow,1972.0,30.0,590.0,4.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Jack,Snow,1973.0,16.0,252.0,2.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Jack,Snow,1974.0,24.0,397.0,3.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Jack,Snow,1975.0,4.0,,1.0,,,42.0,,,,,WR,,,,,,,,,,,,,,,,,
Todd,Snyder,1970.0,23.0,311.0,2.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Todd,Snyder,1972.0,1.0,,,,,,,,,,WR,,,,,,,,,,,,,,,,,
Olaniyi,Sobomehin,2008.0,2.0,,,,,10.0,1.0,0.5,1.0,3.0,RB,,,,,,,,,,,,,,,,,
Kurt,Sohn,1984.0,2.0,,,,,16.0,,,,,WR,,,,,,,,,,,,,,,,,
Kurt,Sohn,1985.0,39.0,534.0,4.0,,,39.0,,,,,WR,,,,,,,,,,,,,,,,,
Kurt,Sohn,1986.0,8.0,129.0,2.0,,,24.0,,,,,WR,,,,,,,,,,,,,,,,,
Kurt,Sohn,1987.0,23.0,261.0,2.0,,,31.0,,,,,WR,,,,,,,,,,,,,,,,,
Kurt,Sohn,1988.0,7.0,,2.0,,,17.0,,,,,WR,,,,,,,,,,,,,,,,,
Jake,Soliday,2002.0,4.0,,,,,16.0,2.0,0.5,,,WR,,,,,,,,,,,,,,,,,
Freddie,Solomon,1975.0,22.0,339.0,2.0,,,58.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1975.0,22.0,339.0,2.0,,,58.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1976.0,27.0,453.0,2.0,,,53.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1976.0,27.0,453.0,2.0,,,53.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1977.0,12.0,181.0,1.0,,,54.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1977.0,12.0,181.0,1.0,,,54.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1978.0,31.0,458.0,2.0,,,58.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1978.0,31.0,458.0,2.0,,,58.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1979.0,57.0,807.0,7.0,,,44.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1979.0,57.0,807.0,7.0,,,44.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1980.0,48.0,658.0,8.0,,,93.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1980.0,48.0,658.0,8.0,,,93.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1981.0,59.0,969.0,8.0,,,60.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1981.0,59.0,969.0,8.0,,,60.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1982.0,19.0,323.0,3.0,,,46.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1982.0,19.0,323.0,3.0,,,46.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1983.0,31.0,662.0,4.0,,,77.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1983.0,31.0,662.0,4.0,,,77.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1984.0,40.0,737.0,10.0,,,64.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1984.0,40.0,737.0,10.0,,,64.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1985.0,25.0,259.0,1.0,,,39.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1985.0,25.0,259.0,1.0,,,39.0,,,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1996.0,8.0,125.0,,2.0,,23.0,6.0,0.75,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1996.0,8.0,125.0,,2.0,,23.0,6.0,0.75,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1997.0,29.0,455.0,3.0,5.0,2.0,56.0,22.0,0.759,1.0,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1997.0,29.0,455.0,3.0,5.0,2.0,56.0,22.0,0.759,1.0,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1998.0,21.0,193.0,1.0,1.0,,20.0,13.0,0.619,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Freddie,Solomon,1998.0,21.0,193.0,1.0,1.0,,20.0,13.0,0.619,,,WR,1995.0,"South,Carolina,State","69,8",180.0,26.6,31.0,8.63,,4.69,,2.73,(N/A) reps (225 lb),(N/A) (MPH),32.5,,4.29,
Isaac,Sopoaga,2011.0,1.0,,,,,18.0,1.0,,,1.0,NT,,,,,,,,,,,,,,,,,
Jay,Soward,2000.0,14.0,154.0,1.0,2.0,1.0,45.0,5.0,0.35700000000000004,,,,,,,,,,,,,,,,,,,,
Bradley,Sowell,2018.0,1.0,,1.0,,,2.0,1.0,,,2.0,OT,,,,,,,,,,,,,,,,,
Jerald,Sowell,1997.0,1.0,,,,,8.0,1.0,,,,FB,1997.0,"Tulane,LA","72,4",246.0,33.79,32.88,10.88,,4.77,,2.75,17 reps (225 lb),(N/A) (MPH),32.5,110.0,4.52,7.54
Jerald,Sowell,1998.0,10.0,,,,,13.0,3.0,0.3,1.0,,FB,1997.0,"Tulane,LA","72,4",246.0,33.79,32.88,10.88,,4.77,,2.75,17 reps (225 lb),(N/A) (MPH),32.5,110.0,4.52,7.54
Jerald,Sowell,2000.0,6.0,,,1.0,1.0,62.0,2.0,0.33299999999999996,,,FB,1997.0,"Tulane,LA","72,4",246.0,33.79,32.88,10.88,,4.77,,2.75,17 reps (225 lb),(N/A) (MPH),32.5,110.0,4.52,7.54
Jerald,Sowell,2001.0,1.0,,,,,19.0,1.0,,,,FB,1997.0,"Tulane,LA","72,4",246.0,33.79,32.88,10.88,,4.77,,2.75,17 reps (225 lb),(N/A) (MPH),32.5,110.0,4.52,7.54
Jerald,Sowell,2002.0,9.0,,1.0,1.0,,31.0,7.0,0.778,,,FB,1997.0,"Tulane,LA","72,4",246.0,33.79,32.88,10.88,,4.77,,2.75,17 reps (225 lb),(N/A) (MPH),32.5,110.0,4.52,7.54
Jerald,Sowell,2003.0,47.0,436.0,1.0,4.0,1.0,44.0,27.0,0.574,,,FB,1997.0,"Tulane,LA","72,4",246.0,33.79,32.88,10.88,,4.77,,2.75,17 reps (225 lb),(N/A) (MPH),32.5,110.0,4.52,7.54
Jerald,Sowell,2004.0,45.0,342.0,1.0,3.0,,34.0,14.0,0.311,1.0,,FB,1997.0,"Tulane,LA","72,4",246.0,33.79,32.88,10.88,,4.77,,2.75,17 reps (225 lb),(N/A) (MPH),32.5,110.0,4.52,7.54
Jerald,Sowell,2005.0,28.0,155.0,2.0,1.0,,28.0,6.0,0.214,1.0,,FB,1997.0,"Tulane,LA","72,4",246.0,33.79,32.88,10.88,,4.77,,2.75,17 reps (225 lb),(N/A) (MPH),32.5,110.0,4.52,7.54
Jerald,Sowell,2006.0,1.0,,,,,6.0,,,,1.0,FB,1997.0,"Tulane,LA","72,4",246.0,33.79,32.88,10.88,,4.77,,2.75,17 reps (225 lb),(N/A) (MPH),32.5,110.0,4.52,7.54
Stephen,Spach,2005.0,7.0,,,,,8.0,1.0,0.14300000000000002,,,TE,,,,,,,,,,,,,,,,,
Stephen,Spach,2008.0,2.0,,,,,8.0,1.0,0.5,,6.0,TE,,,,,,,,,,,,,,,,,
Stephen,Spach,2009.0,4.0,,,1.0,,22.0,1.0,0.25,,10.0,TE,,,,,,,,,,,,,,,,,
Stephen,Spach,2010.0,7.0,,,,,14.0,3.0,0.429,,17.0,TE,,,,,,,,,,,,,,,,,
Stephen,Spach,2011.0,2.0,,,,,3.0,,,,3.0,TE,,,,,,,,,,,,,,,,,
Matt,Spaeth,2007.0,5.0,,3.0,,,13.0,4.0,0.8,,6.0,TE,,,,,,,,,,,,,,,,,
Matt,Spaeth,2008.0,17.0,136.0,,,,13.0,6.0,0.353,,26.0,TE,,,,,,,,,,,,,,,,,
Matt,Spaeth,2009.0,5.0,,1.0,,,9.0,1.0,0.2,1.0,7.0,TE,,,,,,,,,,,,,,,,,
Matt,Spaeth,2010.0,9.0,,1.0,,,13.0,4.0,0.444,,19.0,TE,,,,,,,,,,,,,,,,,
Matt,Spaeth,2011.0,7.0,,2.0,,,13.0,4.0,0.5710000000000001,,11.0,TE,,,,,,,,,,,,,,,,,
Matt,Spaeth,2012.0,6.0,,1.0,,,13.0,2.0,0.33299999999999996,,10.0,TE,,,,,,,,,,,,,,,,,
Matt,Spaeth,2013.0,1.0,,1.0,,,11.0,1.0,,,2.0,TE,,,,,,,,,,,,,,,,,
Matt,Spaeth,2014.0,3.0,,1.0,1.0,,33.0,2.0,0.667,,4.0,TE,,,,,,,,,,,,,,,,,
Matt,Spaeth,2015.0,2.0,,,,,6.0,1.0,0.5,,3.0,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1979.0,2.0,,,,,14.0,,,,,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1980.0,18.0,193.0,3.0,,,20.0,,,,,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1981.0,6.0,,,,,28.0,,,,,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1982.0,26.0,313.0,2.0,,,57.0,,,,,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1984.0,65.0,701.0,1.0,,,34.0,,,,,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1985.0,64.0,772.0,5.0,,,35.0,,,,,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1986.0,39.0,397.0,1.0,,,38.0,,,,,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1987.0,36.0,350.0,2.0,,,22.0,,,,,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1988.0,5.0,,1.0,,,16.0,,,,,TE,,,,,,,,,,,,,,,,,
John,Spagnola,1989.0,2.0,,,,,14.0,,,,,TE,,,,,,,,,,,,,,,,,
Marcus,Spears,1996.0,1.0,,1.0,,,1.0,1.0,,,,T,,,,,,,,,,,,,,,,,
Blake,Spence,1998.0,1.0,,,,,5.0,1.0,,,,TE,1998.0,Oregon,"75,5",249.0,31.45,32.38,9.75,,4.89,,2.86,17 reps (225 lb),(N/A) (MPH),28.0,106.0,4.35,7.42
Blake,Spence,1999.0,3.0,,1.0,,,9.0,1.0,0.33299999999999996,,,TE,1998.0,Oregon,"75,5",249.0,31.45,32.38,9.75,,4.89,,2.86,17 reps (225 lb),(N/A) (MPH),28.0,106.0,4.35,7.42
Darryl,Spencer,1994.0,2.0,,,1.0,1.0,40.0,2.0,,,,WR,1993.0,"Miami,FL",68,174.0,27.09,29.5,9.13,,4.8,,2.8,(N/A) reps (225 lb),(N/A) (MPH),29.5,,4.09,
Darryl,Spencer,1995.0,5.0,,,1.0,,22.0,4.0,0.8,,,WR,1993.0,"Miami,FL",68,174.0,27.09,29.5,9.13,,4.8,,2.8,(N/A) reps (225 lb),(N/A) (MPH),29.5,,4.09,
Diontae,Spencer,2019.0,6.0,,,1.0,,20.0,1.0,0.16699999999999998,1.0,8.0,WR,,,,,,,,,,,,,,,,,
Diontae,Spencer,2020.0,3.0,,,,,10.0,1.0,0.33299999999999996,,6.0,WR,,,,,,,,,,,,,,,,,
Tim,Spencer,1985.0,11.0,135.0,,,,43.0,,,,,RB,,,,,,,,,,,,,,,,,
Tim,Spencer,1986.0,6.0,,,,,15.0,,,,,RB,,,,,,,,,,,,,,,,,
Tim,Spencer,1987.0,17.0,123.0,,,,18.0,,,,,RB,,,,,,,,,,,,,,,,,
Tim,Spencer,1988.0,1.0,,,,,14.0,,,,,RB,,,,,,,,,,,,,,,,,
Tim,Spencer,1989.0,18.0,112.0,,,,23.0,,,,,RB,,,,,,,,,,,,,,,,,
Todd,Spencer,1985.0,3.0,,,,,13.0,,,,,RB,,,,,,,,,,,,,,,,,
Todd,Spencer,1987.0,2.0,,,,,45.0,,,,,RB,,,,,,,,,,,,,,,,,
Willie,Spencer,1977.0,4.0,,,,,15.0,,,,,RB,,,,,,,,,,,,,,,,,
Willie,Spencer,1978.0,2.0,,,,,22.0,,,,,RB,,,,,,,,,,,,,,,,,
Kory,Sperry,2009.0,3.0,,1.0,,,13.0,3.0,,,6.0,TE,2009.0,"Colorado,State","76,75",238.0,29.09,,,,4.7,,2.75,20 reps (225 lb),(N/A) (MPH),33.5,122.0,4.25,7.0
Kory,Sperry,2010.0,4.0,,,1.0,,35.0,3.0,0.75,,4.0,TE,2009.0,"Colorado,State","76,75",238.0,29.09,,,,4.7,,2.75,20 reps (225 lb),(N/A) (MPH),33.5,122.0,4.25,7.0
Kory,Sperry,2011.0,1.0,,,1.0,,32.0,1.0,,,5.0,TE,2009.0,"Colorado,State","76,75",238.0,29.09,,,,4.7,,2.75,20 reps (225 lb),(N/A) (MPH),33.5,122.0,4.25,7.0
Kory,Sperry,2013.0,1.0,,,,,16.0,1.0,,,1.0,TE,2009.0,"Colorado,State","76,75",238.0,29.09,,,,4.7,,2.75,20 reps (225 lb),(N/A) (MPH),33.5,122.0,4.25,7.0
Cotton,Speyrer,1972.0,8.0,114.0,,,,,,,,,WR,,,,,,,,,,,,,,,,,
Cotton,Speyrer,1973.0,17.0,311.0,4.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Cotton,Speyrer,1974.0,9.0,110.0,1.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Irving,Spikes,1994.0,4.0,,,,,9.0,,,,,RB,1994.0,"Louisiana,Monroe","67,6",212.0,33.4,29.0,8.75,,4.69,,2.7,17 reps (225 lb),(N/A) (MPH),30.0,112.0,4.28,
Irving,Spikes,1995.0,5.0,,1.0,,,13.0,2.0,0.4,,,RB,1994.0,"Louisiana,Monroe","67,6",212.0,33.4,29.0,8.75,,4.69,,2.7,17 reps (225 lb),(N/A) (MPH),30.0,112.0,4.28,
Irving,Spikes,1996.0,8.0,,1.0,,,19.0,4.0,0.5,,,RB,1994.0,"Louisiana,Monroe","67,6",212.0,33.4,29.0,8.75,,4.69,,2.7,17 reps (225 lb),(N/A) (MPH),30.0,112.0,4.28,
Irving,Spikes,1997.0,7.0,,,1.0,,24.0,3.0,0.429,,,RB,1994.0,"Louisiana,Monroe","67,6",212.0,33.4,29.0,8.75,,4.69,,2.7,17 reps (225 lb),(N/A) (MPH),30.0,112.0,4.28,
John,Spilis,1970.0,6.0,,,,,,,,,,WR,,,,,,,,,,,,,,,,,
John,Spilis,1971.0,14.0,281.0,1.0,,,,,,,,WR,,,,,,,,,,,,,,,,,
Sebron,Spivey,1987.0,2.0,,,,,25.0,,,,,WR,,,,,,,,,,,,,,,,,
Ron,Springs,1979.0,25.0,251.0,1.0,,,27.0,,,,,RB,,,,,,,,,,,,,,,,,
Ron,Springs,1980.0,15.0,212.0,1.0,,,58.0,,,,,RB,,,,,,,,,,,,,,,,,
Ron,Springs,1981.0,46.0,359.0,2.0,,,32.0,,,,,RB,,,,,,,,,,,,,,,,,
Ron,Springs,1982.0,17.0,163.0,2.0,,,34.0,,,,,RB,,,,,,,,,,,,,,,,,
Ron,Springs,1983.0,73.0,589.0,1.0,,,80.0,,,,,RB,,,,,,,,,,,,,,,,,
Ron,Springs,1984.0,46.0,454.0,3.0,,,57.0,,,,,RB,,,,,,,,,,,,,,,,,
Ron,Springs,1985.0,3.0,,,,,22.0,,,,,RB,,,,,,,,,,,,,,,,,
Ron,Springs,1986.0,24.0,187.0,,,,46.0,,,,,RB,,,,,,,,,,,,,,,,,
Jeremy,Sprinkle,2017.0,2.0,,1.0,,,7.0,1.0,0.5,,3.0,TE,2017.0,Arkansas,"76,75",252.0,30.8,34.5,10.75,81.875,4.69,17.59,2.74,(N/A) reps (225 lb),(N/A) (MPH),29.0,,4.33,
Jeremy,Sprinkle,2018.0,5.0,,1.0,,,15.0,3.0,0.6,,9.0,TE,2017.0,Arkansas,"76,75",252.0,30.8,34.5,10.75,81.875,4.69,17.59,2.74,(N/A) reps (225 lb),(N/A) (MPH),29.0,,4.33,
Jeremy,Sprinkle,2019.0,26.0,241.0,1.0,2.0,,23.0,13.0,0.5,1.0,40.0,TE,2017.0,Arkansas,"76,75",252.0,30.8,34.5,10.75,81.875,4.69,17.59,2.74,(N/A) reps (225 lb),(N/A) (MPH),29.0,,4.33,
Jeremy,Sprinkle,2020.0,1.0,,,,,6.0,,,,2.0,TE,2017.0,Arkansas,"76,75",252.0,30.8,34.5,10.75,81.875,4.69,17.59,2.74,(N/A) reps (225 lb),(N/A) (MPH),29.0,,4.33,
Darren,Sproles,2005.0,3.0,,,,,6.0,,,,,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2007.0,10.0,,,,,14.0,3.0,0.3,,12.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2008.0,29.0,342.0,5.0,5.0,1.0,66.0,14.0,0.483,1.0,34.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2009.0,45.0,497.0,4.0,7.0,2.0,81.0,20.0,0.444,,57.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2010.0,59.0,520.0,2.0,3.0,2.0,57.0,25.0,0.424,,75.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2011.0,86.0,710.0,7.0,7.0,,39.0,35.0,0.40700000000000003,,111.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2012.0,75.0,667.0,7.0,7.0,1.0,44.0,29.0,0.387,,104.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2013.0,71.0,604.0,2.0,7.0,1.0,48.0,24.0,0.33799999999999997,,89.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2014.0,40.0,387.0,,4.0,2.0,57.0,17.0,0.425,,63.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2015.0,55.0,388.0,1.0,2.0,,35.0,19.0,0.345,1.0,84.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2016.0,52.0,427.0,2.0,2.0,2.0,73.0,19.0,0.365,,71.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2017.0,7.0,,,,,16.0,3.0,0.429,,13.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2018.0,15.0,160.0,2.0,3.0,,37.0,6.0,0.4,,23.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Darren,Sproles,2019.0,6.0,,,,,7.0,1.0,0.16699999999999998,,10.0,RB,2005.0,"Kansas,State","66,13",187.0,30.79,28.25,8.25,,4.49,,2.64,23 reps (225 lb),(N/A) (MPH),33.0,102.0,3.96,6.96
Micheal,Spurlock,2006.0,4.0,,,,,15.0,2.0,0.5,,4.0,WR,,,,,,,,,,,,,,,,,
Micheal,Spurlock,2010.0,17.0,250.0,2.0,6.0,1.0,43.0,12.0,0.706,,32.0,WR,,,,,,,,,,,,,,,,,
